airport_code,city_code,airport_name_en,airport_name_ar,airport_name_hi,address,phone,email,website
MPP,"","","","","","",""
MQF,MQF,Magnitogorsk International Airport,"","",,,
MQJ,"","","","","","",""
MQL,MQL,Mildura Airport,"","",آلان ماثيوز دي.ار.، ميلدورا فكتوريا 3500، أستراليا,(+61) 3 5055 0500,info@milduraairport.com.au
MQM,"","","","","","",""
MQN,"","","","","","",""
MQP,MQP,Kruger Mpumalanga International Airport,"","",,,
MQT,MQT,Sawyer International Airport,"","",125 جادة جي، غوين، ميشيغان49841، الولايات المتحدة الأمريكية,(+1) 906-346-3308,NA
MQX,MQX,Mekele Airport,"","",,,
MRA,MRA,Misratah Airport,"","",,,
MRE,DUJ,Mara Lodges Airport,"","",,,
MRS,MRS,Marseille Provence Airport,"","",ماريينان 13727، فرنسا,(+33) 4 42 14 14 14,NA
MRU,MRU,Sir Seewoosagur Ramgoolam International Airport,"","",بلين مانيان، موريشيوس,(+230) 603 6000,airportinfo@airportsofmauritius.aero
MRV,MRV,Mineralnyye Vody Airport,"","",,,
MRX,MRX,Mahshahr Airport,"","",,,
MRY,MRY,Monterey Regional Airport,"","",200 فريد كين دي.ار. # 200، مونتيري، كاليفورنيا 93940، الولايات المتحدة الأمريكية,(+1) 831-648-7000,"mpadlaw@montereyairport.com, mbautista@montereyairport.com, mbautista@montereyairport.com"
MRZ,MRZ,Moree Airport,"","",,,
MSA,MSA,Muskrat Dam Airport,"","",,,
MSJ,MSJ,Misawa Airport,"","",ميسافا، محافظة إموري 0330022، اليابان,(+81) 176-53-3900,NA
MSL,MSL,Northwest Alabama Regional Airport,"","",1729 ت. إد طريق كامبل، ماسل شولز، ألاباما 35661، الولايات المتحدة الأمريكية,(+1) 256-381-2869,CustomerService@FlytheShoals.com
MSN,MSN,Dane County Regional Airport,"","",4000 الخط الدولي، ماديسون، ويستونسن 53704، الولايات المتحدة الأمريكية,(+1) 608-246-3380,airinfo@msnairport.com
MSO,MSO,Missoula International Airport,"","",5225 الطريق السريع يو.إس. 10 غرب، ميسولا، مونتانا 59808، الولايات المتحدة الأمريكية,(+1) 406-728-4381,NA
MSP,MSP,Minneapolis-saint Paul International Airport,"","",4300 شارع كلوماك درايف، ساينت بول، مينيسوتا 55111، الولايات المتحدة الأمريكية,(+1) 612-726-5555,NA
MSQ,MSQ,Minsk National Airport,"","",إم2، مينسك، بيلاروسيا,(+375) 17 279-13-00,info@airport.by
MSR,"","","","","","",""
MSS,MSS,Massena International Airport,"","",90 طريق الطيران، ماسينا، نيويورك 13662، الولايات المتحدة الأمريكية,(+1) 315-769-7605,airport@town.massena.ny.us
MST,MST,Maastricht Aachen Airport,"","",طريق المطار 90، 6199 AD. مطار ماستريخت، هولندا,(+31)-(0)43-358 9898.,info@maa.nl
MSU,MSU,Moshoeshoe I International Airport,"","",ماسيرو 100، ليسوتو ,(+266) 2235 0777,civilair@ilesotho.gov.ls
MSY,MSY,Louis Armstrong New Orleans International Airport,"","",طريق 900 آيرلاينز ، لوس أنجلوس 70062، الولايات المتحدة الأمريكية,(+1) 504-464-0831,NA
MSZ,"","","","","","",""
MTJ,MTJ,Montrose Regional Airport,"","",2100 مونتروز طريق المطار، كولورادو 81401، الولايات المتحدة الأمريكية,(+1) 970-249-3203,NA
MTM,"","","","","","",""
MTR,MTR,Los Garzones Airport,"","",,,
MTT,MTT,Minatitln-coatzacoalcos National Airport,"","",,,
MTV,MTV,Mota Lava Airport,"","",,,
MTY,MTY,General Mariano Escobedo International Airport,"","",طريق ميغيل أليمان السريع كم. 24، سيوداد أبوداكا 66600 ، نويفو ليون، المكسيك,(+52) 81 8288 7700,info@oma.aero
MUA,SCZ,Munda Airport,"","",,,
MUB,MUB,Maun Airport,"","",بوتشابيلو وارد، ماون، بوتسوانا,NA,NA
MUC,MUC,Munich Airport,"","",نوردالي 25، 85356 ميونيخ، ألمانيا,(+49) 89 97500,NA
MUE,"","","","","","",""
MUH,MUH,Mersa Matruh Airport,"","",,,
MUK,MUK,Mauke Airport,"","",,,
MUN,MUN,Jos Tadeo Monagas International Airport,"","",ماتورين 6201، فنزويلا,NA,NA
MUR,MUR,Marudi Airport,"","",,,
MUW,MUW,Ghriss Airport,"","",,,
MUX,MUX,Multan International Airport,"","",,,
MUZ,"","","","","","",""
MVB,"","","","","","",""
MVD,MVD,Carrasco International Airport,"","",101 كم 19950، سيوداد دي لا كوستا 14000، أوروغواي,(+598) 2604 0329,NA
MVL,"","","","","","",""
MVP,MVP,Fabio Alberto Leon Bentley Airport,"","",,,
MVR,MVR,Salak Airport,"","",,,
MVT,MVT,Mataiva Airport,"","",,,
MVY,MVY,Marthas Vineyard Airport,"","",71 طريق المطار، ويست تيسبوري، ماساتشوستس 02568، الولايات المتحدة الأمريكية,(+1) 508-693-7022,NA
MWA,MWA,Williamson County Regional Airport,"","",10400تيرمينال درايف، ماريون، إيلانوي 62959، الولايات المتحدة الأمريكية,(+1) 618-993-3353,NA
MWF,MWF,Maewo-naone Airport,"","",,,
MWX,HND,Muan International Airport,"","",,,
MWZ,MWZ,Mwanza Airport,"","",,,
MXH,MXH,Moro Airport,"","",,,
MXL,MXL,General Rodolfo Snchez Taboada International Airport,"","",كاريتيرا ميسا دي اندرادي كم 23.5، ماريانو أباسولو، 21600 مكسيكالي، باجا كاليفورنيا، المكسيك,(+52) 686 552 2148,NA
MXP,MIL,Milano Malpensa Airport,"","",- ميلانو مالبينسا 1، 21010، فيرنو، إيطاليا,(+39) 02 232323,pubblicita@seamilano.eu
MXV,UYN,Mrn Airport,"","",,,
MXX,"","","","","","",""
MXZ,MXZ,Meixian Airport,"","",,,
MYA,"","","","","","",""
MYD,MYD,Malindi Airport,"","",,,
MYG,MYG,Mayaguana Airport,"","",,,
MYJ,MYJ,Matsuyama Airport,"","",2731 فيناميو شيدا ماتشي، ماتسوياما، ولاية ايمي 7918042، اليابان,(+81) 89-972-5600,NA
MYP,"","","","","","",""
MYR,MYR,Myrtle Beach International Airport,"","",طريق المطار 1100، ميرتل بيتش، ساوث كارولينا 29577، الولايات المتحدة الأمريكية,(+1) 843-448-1589,info@flymyrtlebeach.com
MYT,MYT,Myitkyina Airport,"","",,,
MYU,"","","","","","",""
MYW,MYW,Mtwara Airport,"","",,,
MYY,MYY,Miri Airport,"","",ماليزيا,(+60) 85-615 204,NA
MZA,"","","","","","",""
MZG,MZG,Makung Airport,"","",,,
MZH,"","","","","","",""
MZL,MZL,La Nubia Airport,"","",فيا ماغدالينا # كم. 7، مانيزاليس، كالديز، كولومبيا,(+57) 6 8745451,NA
MZO,"","","","","","",""
MZR,MZR,Mazar I Sharif Airport,"","",,,
MZT,MZT,General Rafael Buelna International Airport,"","",كيريتيرا إنترناشونال آل سور سان، مطار رافاييل بيولنا، 82229 مازاتلان، سينالوا، المكسيك,(+52) 669 982 2399,dim@oma.aero
MZV,MZV,Mulu Airport,"","",مولو، ماليزيا ,NA,NA
MZW,GJL,Mecheria Airport,"","",,,
NAG,NAG,Dr Babasaheb Ambedkar International Airport,"","",مدير المطار، هيئة المطارات الهندية، طريق مطار باباساهيب أمبيدكار الدولي، ناغبور-440005 (ماهراشترا),"91-712-2807501, 6450835",apdnagpur@aai.aero
NAH,"","","","","","",""
NAJ,NAJ,Nakhchivan Airport,"","",,,
NAL,NAL,Nalchik Airport,"","",,,
NAN,NAN,Nadi International Airport,"","",طريق كوينز، نادي، فيجي,(+679) 672 5777,NA
NAO,NAO,Nanchong Airport,"","",,,
NAP,NAP,Naples Airport Capodichino Nap Italy,"","",جي إي.س.أ.س. أس.ب.أ، فيا ديل ريبوزو 95،80144 نابولي، إيطاليا,(+39) 081.7515471,NA
NAQ,NAQ,Qaanaaq Airport,"","",,,
NAS,NAS,Lynden Pindling International Airport,"","",طريق وندسور فيلد، ناساو، جزر البهاما,(+1) 242-702-1010,NA
NAT,NAT,Augusto Severo International Airport,"","",بارناميريم - ريو غراندي دو نورتي، 59148180، البرازيل,(+84) 3087-1200,NA
NAU,MKP,Napuka Island Airport,"","",,,
NAV,"","","","","","",""
NAW,"","","","","","",""
NAY,NAY,Beijing Nanyuan Airport,"","",,,
NBC,NBC,Begishevo Airport,"","",,,
NBE,MJF,Enfidha - Hammamet International Airport,"","",,,
NBN,"","","","","","",""
NBO,NBO,Jomo Kenyatta International Airport,"","",إمباكاسي، نيروبي، كينيا,"(+254) 0203577058, 0203577052, 0203577057, 0203577051",NA
NBS,BZE,Changbaishan Airport,"","",,,
NBX,"","","","","","",""
NCE,NCE,Nice Cte Dazur Airport,"","",طريق كوستيس إيت بيلونت، 06206 نيس، فرنسا,(+33) 820 42 33 33,NA
NCJ,"","","","","","",""
NCL,NCL,Newcastle Airport,"","",وولينغتون، نيوكاسل أبون تاين، NE13 8BZ، المملكة المتحدة,(+44) 0871 882 1121,enquiries@newcastleinternational.co.uk
NCU,NCU,Nukus Airport,"","",,,
NDB,NDB,Nouadhibou International Airport,"","",,,
NDG,NDG,Qiqihar Sanjiazi Airport,"","",,,
NDJ,NDJ,Ndjamena International Airport,"","",إن. دي. جامينا، تشاد,NA,NA
NDR,CMN,Nador International Airport,"","",,,
NDU,OMD,Rundu Airport,"","",,,
NDY,"","","","","","",""
NER,"","","","","","",""
NEV,NEV,Vance W Amory International Airport,"","",سانت جيمس باريش، نيو كاسل، سانت كيتس ونيفيس ,(+855) (0)23 890 890,NA
NFO,"","","","","","",""
NGB,NGB,Ningbo Lishe International Airport,"","",,,
NGD,"","","","","","",""
NGE,NGE,Ngaoundcrc Airport,"","",,,
NGO,NGO,Chbu Centrair International Airport,"","",سنترير 1-1، توكونامه، ولاية ايتشى 479-0881، اليابان,(+81) 569-38-1195,NA
NGQ,HSN,Ngari Gunsa Airport,"","",,,
NGS,NGS,Nagasaki Airport,"","",593 ميشيماماتشي بانشي، أومورا، ولاية ناغازاكي يوفي مامبو 856-0816، اليابان,(+81) 957-52-5555,NA
NGU,ORF,Naval Station Norfolk,"","",8501 جادة هامبتون، نورفولك، فيرجينيا 23505، الولايات المتحدة الأمريكية,(+1) 757-489-1000,NA
NHV,NHV,Nuku Hiva Airport,"","",,,
NIB,"","","","","","",""
NIF,"","","","","","",""
NIM,NIM,Diori Hamani International Airport,"","",,,
NIQ,"","","","","","",""
NIU,"","","","","","",""
NJC,NJC,Nizhnevartovsk Airport,"","",628600، منطقة خانتي منسي المستقلة - يوغرا، نيجنفارتوفسك، ميرا 20,(3466) 46-86-66,office@nvavia.ru
NJF,BSR,Al Najaf International Airport,"","",,,
NKC,NKC,Nouakchott International Airport,"","",نواكشوط، موريتانيا ,NA,NA
NKG,NKG,Nanjing Lukou International Airport,"","",لوكوزين، جيانغنينغ، نانجينغ، نانجينغ، جيانغسو، الصين,NA,NA
NKI,"","","","","","",""
NKM,NGO,Nagoya Airfield Airport,"","",تويوياما، منطقة نيشكازونايه، محافظة آيتشي 0202-480، اليابان,NA,NA
NKT,"","","","","","",""
NLA,NLA,Ndola Airport,"","",إيتاوا، ندولا، زامبيا,NA,NA
NLD,NLD,Quetzalcoatl International Airport,"","",كاريتيرا بيدرا نيغرا كم. 5، نويفو لاريدو، تيمالوبيز، المكسيك,(+52) 867 718 1332,NA
NLG,"","","","","","",""
NLH,"","","","","","",""
NLK,NLK,Norfolk Island Airport,"","",خط فيرني، كينغستون، جزيرة نورفولك,(+672) 3 22445,info@airport.gov.nf
NLT,"","","","","","",""
NMA,NMA,Namangan Airport,"","",,,
NME,"","","","","","",""
NNB,EGM,Santa Ana Airport,"","",,,
NNG,NNG,Nanning Wuxu International Airport,"","",وكسزين، جيانغنان، ناننينغ، وغوانغشى، الصين,(+86) 771 209 5114,NA
NNL,"","","","","","",""
NNM,NNM,Naryan Mar Airport,"","",,,
NNT,NNT,Nan Airport,"","",طريق كوينز، نادي، فيجي,NA,NA
NNY,NNY,Nanyang Airport,"","",,,
NOB,"","","","","","",""
NOC,NOC,Ireland West Airport Knock,"","",شارلستون، شركة مايو، إرلندا,(+353) 94 936 8100,marketing@irelandwestairport.com
NOJ,NOJ,Noyabrsk Airport,"","",,,
NOP,"","","","","","",""
NOS,NOS,Fascene Airport,"","",,,
NOU,NOU,La Tontouta International Airport,"","",لا تونتوتا، نيو كاليدونيا,(+687) 35 11 18,NA
NOV,"","","","","","",""
NOZ,NOZ,Spichenkovo Airport,"","",,,
NPE,NPE,Napier Airport,"","",,,
NPL,NPL,New Plymouth Airport,"","",مطار دي.ار.، مطار نيو بليموث، نيو بليموث 4373، نيوزيلندا,(+64) 6-759 6060,NA
NQN,NQN,Presidente Peron Airport,"","",,,
NQU,"","","","","","",""
NQY,NQY,Newquay Cornwall Airport,"","",شارع موجان، نيوكواي، كورنوال، TR8 4RQ، المملكة المتحدة ,(+44) 01637 860600,nqyinfo@newquaycornwallairport.com
NRA,"","","","","","",""
NRK,NRK,Norrkping Airport,"","",,,
NRL,"","","","","","",""
NRR,"","","","","","",""
NRT,TYO,Narita International Airport,"","",1 - 1 فوروجوم، ناريتا، ولاية تشيبا 2820004، اليابان,(+81) 3-5757-8111,NA
NSB,"","","","","","",""
NSI,YAO,Yaound Nsimalen International Airport,"","",ياوندي، الكاميرون ,NA,NA
NSK,NSK,Norilsk-alykel Airport,"","",,,
NSN,NSN,Nelson Airport,"","",ترينت دي.ار.، مطار نيلسون، نيلسون 7011، نيوزيلندا,(+64) 3 547 3199,office@nelsonairport.co.nz
NSQ,"","","","","","",""
NST,NST,Cha Ian Airport,"","",,,
NTB,"","","","","","",""
NTE,NTE,Nantes Atlantique Airport,"","",بوجوينيس 44346، فرنسا,(+33) 892 56 88 00,contact@airportcom.com
NTG,NTG,Nantong Airport,"","",,,
NTL,NTL,Newcastle Airport,"","",1 ويليامتاون دي.ار.، ويليامتاون نيو ساوث ويلز 2318، أستراليا,(+44) 871 882 1121,"enquiries@newcastleinternational.co.uk, feedback@newcastleinternational.co.uk"
NTN,"","","","","","",""
NTQ,"","","","","","",""
NTT,"","","","","","",""
NTX,"","","","","","",""
NTY,NTY,Pilanesberg International Airport,"","",برايفيت باغ إكس 1016، موغويس، 0314,(+27) 14 552 1261,customercare@airports.co.za
NUE,NUE,Nuremberg Airport,"","",طريق المطار 100، 90411 نورمبرج، ألمانيا,(+49) 911 93700,NA
NUI,"","","","","","",""
NUK,MVT,Nukutavake Airport,"","",,,
NUL,"","","","","","",""
NUP,"","","","","","",""
NUS,NUS,Norsup Airport,"","",,,
NUX,NUX,Novy Urengoy Airport,"","",,,
NVA,NVA,Benito Salas Airport,"","",,,
NVI,UGC,Navoi Airport,"","",,,
NVK,NVK,Narvik Framnes Airport,"","",,,
NVT,NVT,Ministro Victor Konder International Airport,"","",أر. مانويل ليوبولدو روشا، نافيغانتس - سانتا كاترينا، 88375000، البرازيل,(47) 3342-9200,NA
NWA,"","","","","","",""
NWI,NWI,Norwich International Airport,"","",أمستردام واي، نورويتش ن.ار 6 6 جي.ا، المملكة المتحدة,(+44) 1603 411923,infodesk@norwichinternational.com
NYA,HMA,Nyagan Airport,"","",,,
NYI,"","","","","","",""
NYK,NYK,Nanyuki Airport,"","",,,
NYM,NYM,Nadym Airport,"","",,,
NYO,STO,Stockholm Skavsta Airport,"","",جنرال سكيبيرغس بلان 22، 611 92 نيكوبينغ، السويد,(+46) (0) 155-28 04 00,info@skavsta.se
NYR,"","","","","","",""
NYT,TVY,Naypyidaw Airport,"","",,,
NYU,NYU,Bagan Airport,"","",,,
NYW,"","","","","","",""
NZH,"","","","","","",""
OAG,OAG,Orange Airport,"","",أورانج نيو ساوث ويلز 2800، أستراليا,NA,NA
OAJ,OAJ,Albert J Ellis Airport,"","",264 طريق الولاية 1265، ريتشلاندز، نورث كارولاينا 28574، الولايات المتحدة الأمريكية,(+1) 910-324-1100,chris_white@onslowcountync.gov
OAK,OAK,Oakland International Airport,"","",1طريق مطار أوكلاند، كاليفورنيا 94621، الولايات المتحدة الأمريكية,(+1) 510-563-3300,NA
OAL,"","","","","","",""
OAS,MZR,Sharana Airstrip,"","",,,
OAX,OAX,Xoxocotln International Airport,"","",كاريتيرا أواكساكا - بويرتو إنجل كم 7.5، 68000 أواكساكا، المكسيك,(+52) 951 511 5088,NA
OBN,"","","","","","",""
OBO,OBO,Tokachi-obihiro Airport,"","",8 تشومي-41 ويست 9 لاينز، ايزومي-تشو، اوبيهيرو، محافظة هوكايدو 0891245، جابا,(+81) 155-64-5320,NA
OBU,KNW,Kobuk Airport,"","",,,
OBY,NAQ,Ittoqqortoormiit Heliport,"","",,,
OCC,OCC,Francisco De Orellana Airport,"","",,,
OCM,"","","","","","",""
ODE,"","","","","","",""
ODN,ODN,Long Seridan Airport,"","",,,
ODO,IKT,Bodaybo Airport,"","",,,
ODS,ODS,Odessa International Airport,"","",أوديسا، أوكرانيا,(+380) 48 770 8163,NA
ODY,ODY,Oudomsay Airport,"","",,,
OER,OER,Rnskldsvik Airport,"","",,,
OGG,OGG,Kahului Airport,"","",طريق المطار 1 كاهولوي ، كاهولوي، هاواي 96732، الولايات المتحدة الأمريكية,(+1) 808-872-3830,NA
OGL,"","","","","","",""
OGM,"","","","","","",""
OGN,"","","","","","",""
OGS,OGS,Ogdensburg International Airport,"","",5840 طريق الولاية السريع 812، أوجدينسبيرغ، نيويورك 13669، الولايات المتحدة الأمريكية,(+1) 315-393-4721,NA
OGU,"","","","","","",""
OGX,OGX,Ain El Beida Airport,"","",,,
OGZ,OGZ,Beslan Airport,"","",,,
OHD,OHD,Ohrid St Paul The Apostle Airport,"","",بي. ف.أ.إتش 134، أوهريد 6000، مقدونيا [جمهورية مقدونيا اليوغوسلافية سابقاً],(+389) (2) 3 21 20 30,macedoniamarketing@tav.aero
OHE,MDG,Gu-lian Airport,"","",,,
OHH,"","","","","","",""
OHO,"","","","","","",""
OHS,"","","","","","",""
OIR,"","","","","","",""
OIT,OIT,Oita Airport,"","",موسو شي ماتشي إيتاهارو، كانازاكي، ولاية أويتا 8730421، اليابان,(+81) 978-67-1174,NA
OKA,OKA,Naha Airport,"","",كاجاميزو 150، ناها، محافظة اوكيناوا 901-0142، اليابان,(+81) 98-840-1304,NA
OKC,OKC,Will Rogers World Airport,"","",الطريق 7100 تيرمينال ، أوكلاهوما سيتي، أوكلاهوما 73159، الولايات المتحدة الأمريكية,(+1) 405-316-3200,wrwa@okc.gov
OKD,"","","","","","",""
OKE,"","","","","","",""
OKI,OKI,Oki Airport,"","",,,
OKJ,OKJ,Okayama Airport,"","",1277 نيكي يوجي، كيتا وارد، أوكاياما، ولاية أوكاياما 7011131〒، اليابان,(+81) 86-294-1811,NA
OKL,DJJ,Oksibil Airport,"","",,,
OLA,"","","","","","",""
OLB,OLB,Olbia - Costa Smeralda Airport,"","",,,
OLF,OKC,L M Clayton Airport,"","",,,
OLH,"","","","","","",""
OLL,"","","","","","",""
OLZ,"","","","","","",""
OMA,OMA,Eppley Airfield Airport,"","",4501 أبوت درايف، أوماها، نيبراسكا 68110، الولايات المتحدة الأمريكية,(+1) 402-661-8017,NA
OMD,OMD,Oranjemund Airport,"","",,,
OME,OME,Nome Airport,"","",227 طريق المطار، نومي، ألاسكا 99762، الولايات المتحدة الأمريكية,(+1) 907-443-2500,NA
OMH,PFQ,Urmia Airport,"","",,,
OMR,OMR,Oradea International Airport,"","",أرادي يو. تي 80، أوراديا، رومانيا,(+40) 259 416 082,NA
OMS,OMS,Omsk Central Airport,"","",,,
OND,OND,Ondangwa Airport,"","",,,
ONG,ONG,Mornington Island Airport,"","",مورنينغتون كوينزلاند 4871، أستراليا,(+61) 7 4745 7063,brett@morningtonisland.com.au
ONJ,"","","","","","",""
ONK,"","","","","","",""
ONQ,"","","","","","",""
ONS,"","","","","","",""
ONT,ONT,Ontario International Airport,"","",مكاتب الإدارة شارع إيست أفيون 1923 أونتاريو، كاليفورنيا 91761، الولايات المتحدة الأمريكية,(+1) 909-937-2700,NA
OOK,OME,Toksook Bay Airport,"","",,,
OOL,OOL,Gold Coast Airport,"","",الجادة الشرقية، بيلينغا كوينزلاند 4225، أستراليا,(+61) 7 5589 1100,"kharrigan@qldairports.com.au, mpearce@qldairports.com.au"
OOM,OOM,Snowy Mountains Airport,"","",1611 طريق كوسيوسكو ، كوما نيو ساوث ويلز 2630، أستراليا,(+61) 2 6452 5999,fly@snowymountainsairport.com.au
OPO,OPO,Francisco De S Carneiro Airport,"","",أفينيدا دي أيروبورتو، 4470995 موريرا دا مايا، البرتغال,(+35) 1229 432 400,faro.airport@ana-aeroportos.pt
OPS,VLV,Presidente Joo Batista Figueiredo Airport,"","",,,
ORB,ORB,Rebro Airport,"","",أوريبرو، 94 705 أوريبرو، السويد,(+46) 19 30 70 00,handling@orebroairport.se
ORD,CHI,Ohare International Airport,"","",10000جادة ويست أوهير، شيكاغو، إلينوي 60666، الولايات المتحدة الأمريكية,(+1) 773-686-2200,"nwinston@choosechicago.com, jengerman@choosechicago.com"
ORF,ORF,Norfolk International Airport,"","",الجادة 2200 نورفيو نورفولك، فيرجينيا 23518-5807، الولايات المتحدة الأمريكية,(+1) 757-857-3351,info@norfolkairport.com
ORH,ORH,Worcester Regional Airport - Orh,"","",375 إيربورت دي. آر.، وورسستر، ماساتشوستس 01602، الولايات المتحدة الأمريكية,(+1) 508-799-1350,NA
ORI,"","","","","","",""
ORK,ORK,Cork Airport,"","",طريق كينسالي، كورك، أيرلندا,(+353) 21 431 3131,cork.feedback@daa.ie
ORN,ORN,Oran Es Snia Airport,"","",إيس سينيا، وهران، الجزائر,(+213) 41 59 10 67,direction.generale@egsaoran.com
ORU,LPB,Juan Mendoza Airport,"","",,,
ORV,AET,Robert Bob Curtis Memorial Airport,"","",,,
ORY,PAR,Orly Airport,"","",سبع مدن في إيسون وفال دو مارن ,NA,NA
ORZ,"","","","","","",""
OSD,OSD,Re Stersund Airport,"","",آر أوسترسوند إيربورت 96 832 فروسن,(+46)-(0)10-109 56 00,info@ostersundairport.se
OSI,OSI,Osijek Airport,"","",,,
OSL,OSL,Oslo Airport,"","",إدفارد مونكس فيج، جارديرموين، النرويج,(+47) 64 81 20 00,NA
OSN,"","","","","","",""
OSR,OSR,Ostrava Leos Janek Airport,"","",,,
OSS,OSS,Osh Airport,"","",,,
OST,OST,Ostend-bruges International Airport,"","",,,
OSW,OSW,Orsk Airport,"","",,,
OSY,OSY,Namsos Hknesra Airport,"","",,,
OTD,"","","","","","",""
OTH,OTH,Southwest Oregon Regional Airport,"","",1100 خط المطار، نورث بيند، أوريغون 97459، الولايات المتحدة الأمريكية,(+1) 541-756-8531,NA
OTI,"","","","","","",""
OTP,BUH,Henri Coand International Airport,"","",شركة مطارات بوخارست الوطنية، كالا بوخارست بالقرب من 224 E، أوتوبيني، مقاطعة إيلفوف، الرمز البريدي 075150، رومانيا,"(+40) 021 2041000, +4 021 2014000",secretariat@bucharestairports.ro
OTZ,OTZ,Ralph Wien Memorial Airport,"","",كاتسبيو، ألاسكا 99752، الولايات المتحدة الأمريكية,(+1) 907-451-5250,NA
OUA,OUA,Ouagadougou Airport,"","",واغادوغو، بوركينا فاسو,(+226) 50.30.78.48,NA
OUD,OUD,Angads Airport,"","",,,
OUL,OUL,Oulu Airport,"","",لنتوكين تانتي 720، 90410 أولو، فنلندا,(+358) 20 7087800,NA
OUZ,NDB,Tazadit Airport,"","",,,
OVB,OVB,Tolmachevo Airport,"","",أوب-4، نوفوسيبيرسك، روسيا,(+7) 383 216-98-41,NA
OVD,OVD,Asturias Airport,"","",مطار دي أستورياس، 33459 سانتياغو ديل مونتي، كاسترولون، أستورياس، إسبانيا,(+34) 985 12 75 00,NA
OVS,HMA,Sovetskiy Airport,"","",,,
OWB,OWB,Owensboro-daviess County Regional Airport,"","",2200 طريق المطار، أونسبورو، كينتاكي 42301، الولايات المتحدة الأمريكية,(+1) 270-685-4179,NA
OXB,OXB,Osvaldo Vieira International Airport,"","",,,
OZC,OZC,Labo Airport,"","",,,
OZG,TTA,Zagora Airport,"","",,,
OZH,"","","","","","",""
OZZ,OZZ,Ouarzazate Airport,"","",ورزازات، المغرب ,(+212) 5248-82297,NA
PAC,PTY,Albrook Marcos A Gelabert International Airport,"","",جادة كانفيلد، بنما,NA,NA
PAD,PAD,Paderborn Lippstadt Airport,"","",فلوغافانستريب 33، 33142 بيورن، ألمانيا,(+49) 2955 770,NA
PAF,"","","","","","",""
PAG,PAG,Pagadian Airport,"","",,,
PAH,PAH,Barkley Regional Airport,"","",2901 طريق فيشر، غرب بادوكاه، كنتاكي 42086، الولايات المتحدة الأمريكية,(+1) 270-744-0521,NA
PAP,PAP,Toussaint Louverture International Airport,"","",منطقة جي.سي.اتش كاتشمينت، بورت أو برنس، هايتي,NA,NA
PAS,PAS,Paros National Airport,"","",باروس 84400، اليونان ,NA,NA
PAT,PAT,Lok Nayak Jayaprakash Airport,"","",مدير المطار، هيئة المطارات الهندية، -جايبراكاش نارايان، باتنا-800014 (بيهار),91-612-2220683,apdpatna@aai.aero
PAV,"","","","","","",""
PAZ,PAZ,El Tajn National Airport,"","",كاريتيرا مكسيكو - توكسبان كم. 8، 92900 تيواتلان، فيراكروز-يافي، المكسيك,(+52) 782 822 2119,NA
PBC,PBC,Hermanos Serdn International Airport,"","",كارتييرا فيديرال مكسيكو - بويبلا كم. 91.5، 74160 هيوجاتسنكون بويبلا، المكسيك,(+52) 800 237 6225,NA
PBG,PBG,Plattsburgh International Airport,"","",,,
PBH,PBH,Paro Airport,"","",طريق المطار، بارو، 12001، بوتان ,(+97)58 271 218,NA
PBI,PBI,Palm Beach International Airport,"","",الجادة 1000 جيمس إل تورنج ، ويست بالم بيتش، فلوريدا 33415، الولايات المتحدة الأمريكية,(+1) 561-471-7400,NA
PBJ,PBJ,Tavie Airport,"","",,,
PBM,PBM,Johan Adolf Pengel International Airport,"","",لوشتافينلان 1 بارا,(+597) 401-348,smjp@japi-airport.com
PBO,PBO,Paraburdoo Airport,"","",طريق توم برايس، بارابوردو أستراليا الغربية 6754، أستراليا,(+61) 8 9189 5137,NA
PBP,"","","","","","",""
PBU,PBU,Putao Airport,"","",,,
PBZ,"","","","","","",""
PCL,PCL,Fap Captain David Abenzur Rengifo International Airport,"","",بيرو,NA,NA
PCN,"","","","","","",""
PCR,PCR,German Olano Airport,"","",,,
PDA,PCR,Obando Airport,"","",,,
PDB,"","","","","","",""
PDG,PDG,Minangkabau International Airport,"","",25171، اندونيسيا,NA,NA
PDK,"","","","","","",""
PDL,PDL,Joo Paulo Ii Airport,"","",إيربورتو دي بونتا ديلجادا، 9500749 ساو ميغيل، أكوريس، البرتغال,(+35) 1800 201 201,NA
PDM,"","","","","","",""
PDP,PDP,Capitan Corbeta Ca Curbelo International Airport,"","",,,
PDS,PDS,Piedras Negras International Airport,"","",,,
PDT,PDT,Eastern Oregon Regional Airport,"","",2016 طريق المطار، بندلتون، أوريغون 97801، الولايات المتحدة الأمريكية,(+1) 541-276-7754,karen.kendall@ci.pendleton.or.us
PDV,PDV,Plovdiv Airport,"","",مطار بلوفديف، 4009 بلوفديف، بلغاريا ,(+359) 32 601 127,"manager@plovdivairport.com,  marketing@plovdivairport.com"
PDX,PDX,Portland International Airport,"","",طريق المطار 7000 نورث إيست، بورتلاند، أوريغون 97218، الولايات المتحدة,(+1) 503-460-4234,NA
PEC,"","","","","","",""
PED,PED,Pardubice Airport,"","",,,
PEE,PEE,Bolshoye Savino Airport,"","",614515، روسيا، منطقة بيرم، حي بلددية بيرم، سوكول، مطار سافينو الكبير، مبنى 12 هـ: 2949771(342)7+,(+7) 342 294-97-71,NA
PEG,PEG,Perugia San Francesco Dassisi - Umbria International Airport,"","",فيا ديل إيربورتو إس ن سي، سانتاجيديو، بيروجا، 06134، إيطاليا,(+39) 075592141,NA
